Organization,aamc,aamc,aamc,aamc,aamc,aamc,aamc,aamc,aamc,ama,ama,ama,ama,ama,ama,ama,ama,nbme,nbme,nbme,nbme,nbme,nbme,nbme,nbme,nbme,nbome,nbome,nbome,nbome,nbome,nbome,nbome,nbome,nbome,nrmp,nrmp,nrmp,nrmp,nrmp,nrmp,nrmp,nrmp,nrmp
PubliclySupportedOrg509a2,X,X,X,X,,,,,,,,,,,,,,X,X,X,,,,,,,X,X,X,,,,,,,X,X,X,,,,,,
GiftsGrantsContribReceived509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossReceiptsFromAdmissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PublicSupportTotal509,466924099.0,510940229.0,547677571.0,593356206.0,,,,,,,,,,,,,,488705101.0,511386926.0,531878257.0,,,,,,,59089577.0,65990988.0,73062895.0,,,,,,,17361816.0,17569299.0,19050099.0,,,,,,
GrossInvestmentIncome509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvestmentIncomeAndUBTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncome509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalSupportTotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PublicSupportPercentage509,0.8947799999999999,0.9079,0.92281,0.94258,,,,,,,,,,,,,,0.9594,0.9589,0.961,,,,,,,0.969,0.9714,0.9738,,,,,,,0.9141,0.9163,0.9159,,,,,,
PriorYearSupportPercentage,0.9578,0.8948,0.9079,0.92281,,,,,,,,,,,,,,0.9586,0.9594,0.9589,,,,,,,0.9692,0.969,0.9714,,,,,,,0.9129,0.9141,0.9163,,,,,,
InvestmentIncomePercentage,0.04535,0.04562,0.04387,0.04144,,,,,,,,,,,,,,0.0406,0.0411,0.039,,,,,,,0.02,0.0196,0.0154,,,,,,,0.0856,0.0834,0.0836,,,,,,
PriorYrInvestIncomePercentage,0.0422,0.0454,0.04562,0.04387,,,,,,,,,,,,,,0.0414,0.0406,0.0411,,,,,,,0.02,0.02,0.0196,,,,,,,0.0869,0.0856,0.0834,,,,,,
ThirtyThreePercntTestsCY509,X,X,X,X,,,,,,,,,,,,,,X,X,X,,,,,,,X,X,X,,,,,,,X,X,X,,,,,,
CurrentTaxYearMinus4Years,82854512.0,96053725.0,115214837.0,108821215.0,,,,,,,,,,,,,,92477985.0,102051868.0,100553709.0,,,,,,,9485762.0,11466763.0,12319488.0,,,,,,,4496724.0,3360558.0,3346890.0,,,,,,
CurrentTaxYearMinus3Years,96053725.0,115214837.0,108821215.0,118884838.0,,,,,,,,,,,,,,102051868.0,100553709.0,104569115.0,,,,,,,11466763.0,12319488.0,12950787.0,,,,,,,3360558.0,3346890.0,3346127.0,,,,,,
CurrentTaxYearMinus2Years,115214837.0,108821215.0,118884838.0,123796458.0,,,,,,,,,,,,,,100553709.0,104569115.0,109745703.0,,,,,,,12319488.0,12950787.0,14758438.0,,,,,,,3346890.0,3346127.0,4443275.0,,,,,,
CurrentTaxYearMinus1Year,108821215.0,118884838.0,123796458.0,126770740.0,,,,,,,,,,,,,,104569115.0,109745703.0,116384565.0,,,,,,,12950787.0,14758438.0,16437602.0,,,,,,,3346127.0,4443275.0,4678179.0,,,,,,
CurrentTaxYear,118884838.0,123796458.0,126770740.0,151231637.0,,,,,,,,,,,,,,109745703.0,116384565.0,122211329.0,,,,,,,14758438.0,16437602.0,18559497.0,,,,,,,4443275.0,4678179.0,4983838.0,,,,,,
ContributorInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ContributorNumber,RESTRICTED,RESTRICTED,RESTRICTED,RESTRICTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ContributorNameBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ContributorAddressUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AggregateContributions,RESTRICTED,RESTRICTED,RESTRICTED,RESTRICTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AddressLine2,RESTRICTED,RESTRICTED,RESTRICTED,RESTRICTED,RESTRICTED,RESTRICTED,RESTRICTED,RESTRICTED,,,,5201.0,,,,,,,,,,,,,,,ROOM/SUITE 200,,,,,,RESTRICTED,,,,,,,,,,,
TotalGrassrootsLobbying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalDirectLobbying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalLobbyingExpenditures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherExemptPurposeExpenditures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalExemptPurposeExpenditures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LobbyingNontaxableAmount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrassrootsNontaxableAmount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotLobbyingGrassrootMinusNonTx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotLobbyExpendMnsLobbyingNontx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form4720Filed,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volunteers,,,True,True,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
PaidStaffOrManagement,,,True,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
MediaAdvertisements,,,True,True,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
MediaAdvertisementsAmount,,,644340.0,486386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MailingsMembers,,,True,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
MailingsMembersAmount,,,260807.0,3381.0,,,,,,,,,,,,,,2208.0,,,,,,,,,,,,,,,,,,,,,,,,,,
PublicationsOrBroadcast,,,False,False,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
GrantsOtherOrganizations,,,True,True,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
GrantsOtherOrganizationsAmount,,,51550.0,66750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DirectContactLegislators,,,True,True,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
DirectContactLegislatorsAmount,,,62410.0,223403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RalliesDemonstrations,,,False,False,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherActivities,,,True,True,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherActivitiesAmount,,,644162.0,1985949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalLobbyingExpendituresIIB,,,1663269.0,2765869.0,,,,,,,,,,,,,,2208.0,,,,,,,,,,,,,,,,,,,,,,,,,,
NotDescribedIn501c3,,,False,False,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Form990ScheduleCPartIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Identifier,Restatement of prior period balance sheet,Other Changes in Net Assets or Fund Balances,Other Changes in Net Assets or Fund Balances,OTHER FEES FOR SERVICES (NON EMPLOYEES),,,,,,Changes in Net Assets or Fund Balances:,CHANGES IN NET ASSETS OR FUND BALANCES:,CHANGES IN NET ASSETS OR FUND BALANCES:,,,,,,"Form 990, Part III, Line 4d","Form 990, Part III, Line 4d","Form 990, Part III, Line 4d",,,,,,,OTHER CHANGES IN NET ASSETS EXPLANATION,CHANGES IN NET ASSETS OR FUND BALANCES:,DESCRIPTION OF UNCERTAIN TAX POSITIONS UNDER FIN 48:,,,,,,,"FORM 990, PART XII, LINE 2C",CHANGES IN NET ASSETS OR FUND BALANCES:,OTHER FEES,,,,,,
Explanation,"The prior period balance sheet has been restated to reflect ownership of real property by the Center for Education and Medicine Inc., a related 501(c)(2) title-holding corporation.","The $28,992,030 listed in other changes in net assets or fund balances is due to an unrealized gain.","The $892,189 listed in other changes in net assets or fund balances is due to an unrealized gain.","CONSULTING FEES $1,309,780 TEMPORARY HELP $1,815,607 CONTRACTED SERVICES $28,633,684 BANK SERVICE FEES $2,444,297 MISCELLANEOUS OTHER SERVICES $239,333 PRINTING AND PUBLICATIONS $641,128 ........... $35,083,829",,,,,,"Trustee Cyril M. Hetsko, M.D., FACP assigned $62,300 of his 2010 compensation to be paid to Hetsko Healthcare Consulting Services, LLC. Chair-elect and Chair Ardis D. Hoven, M.D., assigned $218,000 of her 2010 compensation to be paid to University of Kentucky. Trustee Christopher K. Kay assigned $51,500 of his 2010 compensation to be paid to Attractions Development. Trustee Edward L. Langston, M.D., assigned $86,000 of his 2010 compensation to be paid to American Health Network. Trustee Barbara L. McAneny, M.D., assigned $14,050 of her 2010 compensation to be paid to New Mexico Oncology Consultants. Chair and Past-Chair Rebecca J. Patchin, M.D., assigned $160,500 of her 2010 compensation to be paid to Loma Linda University Anesthesiology Medical Group. President and Past-President J. James Rohack, M.D., assigned $276,500 of his 2010 compensation to be paid to Scott & White Clinic.","TRUSTEE CYRIL M. HETSKO, M.D., FACP ASSIGNED $27,550 OF HIS 2011 COMPENSATION TO BE PAID TO HETSKO HEALTHCARE CONSULTING SERVICES, LLC. CHAIR-ELECT AND CHAIR ARDIS D. HOVEN, M.D., ASSIGNED $126,500 OF HER 2011 COMPENSATION TO BE PAID TO UNIVERSITY OF KENTUCKY. TRUSTEE CHRISTOPHER K. KAY ASSIGNED $51,500 OF HIS 2011 COMPENSATION TO BE PAID TO ATTRACTIONS DEVELOPMENT. TRUSTEE EDWARD L. LANGSTON, M.D., ASSIGNED $33,850 OF HIS 2011 COMPENSATION TO BE PAID TO AMERICAN FAMILY NETWORK. TRUSTEE BARBARA L. MCANENY, M.D., ASSIGNED $57,200 OF HER 2011 COMPENSATION TO BE PAID TO NEW MEXICO ONCOLOGY CONSULTANTS. CHAIR AND PAST-CHAIR REBECCA J. PATCHIN, M.D., ASSIGNED $25,750 OF HER 2011 COMPENSATION TO BE PAID TO LOMA LINDA UNIVERSITY ANESTHESIOLOGY MEDICAL GROUP. PRESIDENT AND PAST-PRESIDENT J. JAMES ROHACK, M.D., ASSIGNED $137,000 OF HIS 2011 COMPENSATION TO BE PAID TO SCOTT & WHITE CLINIC.","TRUSTEE BARBARA L. MCANENY, M.D., ASSIGNED $57,500 OF HER 2012 COMPENSATION TO NEW MEXICO ONCOLOGY CONSULTANTS. TRUSTEE CHRISTOPHER K. KAY ASSIGNED $25,750 OF HIS 2012 COMPENSATION TO ATTRACTIONS DEVELOPMENT.",,,,,,"Client Note 1 - Note 1 - Form 990 Part I, line 6 - VolunteersNBME utilizes an extensive network of physician volunteers to accomplish its mission. These volunteers contribute the highest levels of expertise in their profession to a range of activities including test development and governance in return for a small honorarium.Note 2 - Form 990 Part VI, line 1b - Donald E. Melnick, as President of NBME, is an ex officio member of the NBME Executive Board.","Client Note 1 - Note 1 - Form 990 Part I, line 6 - VolunteersNBME utilizes an extensive network of volunteers, many of which are medical school faculty members and practicing physicians, to accomplish its mission. These volunteers contribute the highest levels of expertise in their profession to a range of activities including test development and governance in return for a small honorarium.Note 2 - Form 990 Part VI, line 1b - Donald E. Melnick, as President of NBME, is an ex officio member of the NBME Executive Board.Note 3 - Schedule F Part II, line 1d1. McMaster University Proposal # 1011-039, ""Ensuring diversity and test security: An examination of the reliability, validity, feasibility, and acceptability of the computer-based assessment for sampling personal characteristics (CASPer) in diverse populations of medical school applicants"".2. University of Toronto Proposal # 1011-017, ""Towards a predictive model of residents' performance: Exploring a novel method for analyzing written comments on residents' ITERs"".Note 4 - Prior Period AdjustmentsNBME restated its previously issued financial statements for the year ended December 31, 2010 to correct errors related to its collaborations. The errors occurred as the result of a misunderstanding of the final settlement of certain components of the revenue and expense sharing arrangements related to the collaborations. The change to net assets as of January 1, 2010 resulting from the correction of these errors is a decrease of $3,791,000.","Client Note 1 - Note 1 - Form 990 Part I, line 6 - VolunteersNBME utilizes an extensive network of volunteers, many of which are medical school faculty members and practicing physicians, to accomplish its mission. These volunteers contribute the highest levels of expertise in their profession to a range of activities including test development and governance in return for a small honorarium.Note 2 - Form 990 Part VI, line 1b - Donald E. Melnick, as President of NBME, is an ex officio member of the NBME Executive Board.Note 3 - Schedule F Part II, line 1d1. McMaster University Proposal # 1011-039, ""Ensuring diversity and test security: An examination of the reliability, validity, feasibility, and acceptability of the computer-based assessment for sampling personal characteristics (CASPer) in diverse populations of medical school applicants"".2. University of British Columbia Proposal # 1112-029, Rater Cognition as Categorical Judgments: Using Person Models to Understand Rater Error.3. University of Toronto Proposal # 1011-017, ""Towards a predictive model of residents' performance: Exploring a novel method for analyzing written comments on residents' ITERs"".",,,,,,,"UNREALIZED GAIN ON INVESTMENTS 80,099","NET UNREALIZED LOSSES ON INVESTMENTS: -162,410.",THERE HAS BEEN NO CHANGES TO THE OVERSIGHT OR SELECTION PROCESSES FOR THE INDEPENDENT ACCOUNTANT FROM PRIOR YEAR PRACTICES.,,,,,,,THE PROCESS DID NOT CHANGE FROM THE PRIOR YEAR.,"NET UNREALIZED LOSSES ON INVESTMENTS: -696,019.","OTHER CONSULTING SERVICES: PROGRAM SERVICE EXPENSES 0. MANAGEMENT AND GENERAL EXPENSES 68,891. FUNDRAISING EXPENSES 0. TOTAL EXPENSES 68,891. AAMC SUPPORT SERVICES: PROGRAM SERVICE EXPENSES 594,698. MANAGEMENT AND GENERAL EXPENSES 120,685. FUNDRAISING EXPENSES 0. TOTAL EXPENSES 715,383.",,,,,,
ArtPublicExhibitionAmts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeldWorksOfArtAmts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CurrentYear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CurrentYearMinus1Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CurrentYearMinus2Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CurrentYearMinus3Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PermanentEndowmentEOYBalance,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EndowmentsHeldByUnrelatedOrgs,False,False,False,False,,,,,,,,,,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,
EndowmentsHeldByRelatedOrgs,False,False,False,False,,,,,,,,,,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,
Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buildings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeaseholdImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherLandBuildings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalOfBookValueLandBuildings,30826289.0,34896090.0,107322907.0,144373925.0,,,,,,21192531.0,18883529.0,19846172.0,,,,,,76074011.0,73939392.0,71878906.0,,,,,,,1677995.0,2515684.0,2629321.0,,,,,,,223157.0,1357433.0,3685836.0,,,,,,
OtherAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalBookValueOtherAssets,,,108999258.0,90262424.0,,,,,,9938850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FederalIncomeTaxLiability,0.0,0.0,0.0,0.0,,,,,,,,417535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalOfAmounts,357315.0,438492.0,7495778.0,9421220.0,,,,,,61610492.0,72025308.0,90457792.0,,,,,,34781251.0,36176916.0,45953768.0,,,,,,,,,,,,,,,,,,2130836.0,,,,,,
Form990ScheduleDPartXIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeginningOfYearBalance,1295837.0,1295837.0,1295837.0,1295837.0,,,,,,,,,,,,,,8755880.0,6492759.0,8755880.0,,,,,,,,,,,,,,,,,,,,,,,,
InvestmentEarningsOrLosses,179007.0,179007.0,179007.0,179007.0,,,,,,,,,,,,,,-2068439.0,1343822.0,-2068439.0,,,,,,,,,,,,,,,,,,,,,,,,
OtherExpenditures,5432.0,5432.0,5432.0,5432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EndOfYearBalance,1504008.0,1504008.0,1504008.0,1504008.0,,,,,,,,,,,,,,6492759.0,7276380.0,6492759.0,,,,,,,,,,,,,,,,,,,,,,,,
Contributions,29164.0,29164.0,29164.0,29164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherCostOrOtherBasis,12599480.0,22466740.0,34434799.0,79642465.0,,,,,,79814328.0,81806234.0,86117253.0,,,,,,9773146.0,10254808.0,10330068.0,,,,,,,3538015.0,5125800.0,6058618.0,,,,,,,1898708.0,3125114.0,5088994.0,,,,,,
BookValue,6510156.0,11474182.0,4745082.0,4153332.0,,,,,,9938850.0,12937154.0,14056522.0,,,,,,5194899.0,4992339.0,4677832.0,,,,,,,1514677.0,2515684.0,2629321.0,,,,,,,1404498.0,1474670.0,1695530.0,,,,,,
Depreciation,6089324.0,10992558.0,19911483.0,26167509.0,,,,,,66665272.0,68869080.0,72060731.0,,,,,,4578247.0,5262469.0,5652236.0,,,,,,,2023338.0,2610116.0,3429297.0,,,,,,,1675551.0,1767681.0,2065130.0,,,,,,
Amount,328515.0,409692.0,7466978.0,1848792.0,,,,,,1570819.0,1744064.0,79550.0,,,,,,29143950.0,32905000.0,42019241.0,,,,,,,,,,,,,,,,,,572563.0,,,,,,
ReturnReference,"Form 990, Part X","FORM 990, PART XI, LINE 5","FORM 990, PART XI, LINE 5","FORM 990, PART IX, LINE 11g",,,,,,"Form 990, Part VII and Schedule J","FORM 990, PART VII AND SCHEDULE J:","FORM 990, PART VII AND SCHEDULE J:",,,,,,"Form 990, Part III, Line 4d : Other Program Services Description","Form 990, Part III, Line 4d : Other Program Services Description","Form 990, Part III, Line 4d: Other Program Services Description",,,,,,,"FORM 990, PART XI, LINE 5","FORM 990, PART XI, LINE 5:","FORM 990, PART XII, LINE 2C:",,,,,,,"FORM 990, PART VI, SECTION C, LINE 19","FORM 990, PART XI, LINE 5:","FORM 990, PART IX, LINE 11G",,,,,,
AcctsActvsOutUSTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SubtotalAmountSpent,,15961738.0,16002226.0,17763865.0,,,,,,260912.0,157489.0,164077.0,,,,,,58377.0,158708.0,202582.0,,,,,,,,,,,,,,,,,,,,,,,,
TotalAmountSpent,,15961738.0,16002226.0,17763865.0,,,,,,260912.0,157489.0,164077.0,,,,,,58377.0,158708.0,202582.0,,,,,,,,,,,,,,,,,,,,,,,,
TransferToForeignCorp,,True,True,True,,,,,,0.0,0.0,0.0,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,
InterestInForeignTrust,,False,False,False,,,,,,0.0,0.0,0.0,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,
OwnForeignCorp,,True,True,True,,,,,,0.0,0.0,0.0,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,
PassiveForeignInvestCo,,True,True,True,,,,,,0.0,0.0,0.0,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,
ForeignPartnership,,False,False,False,,,,,,0.0,0.0,0.0,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,
BoycottCountries,,False,False,False,,,,,,0.0,0.0,0.0,,,,,,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,
Form990ScheduleFPartV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region,,Central America and the Caribbean,Central America and the Caribbean,Central America and the Caribbean,,,,,,Central America and the Caribbean,EAST ASIA AND THE PACIFIC,EAST ASIA AND THE PACIFIC,,,,,,Europe,Canada,Canada,,,,,,,,,,,,,,,,,,,,,,,,
TypeOfActivitiesConducted,,Investments,Investments,Investments,,,,,,Program Services,PROGRAM SERVICES,PROGRAM SERVICES,,,,,,Program Services,Program Services,Program Services,,,,,,,,,,,,,,,,,,,,,,,,
TotalExpenditures,,15961738.0,16002226.0,17763865.0,,,,,,23091.0,6697.0,951.0,,,,,,53807.0,99696.0,105255.0,,,,,,,,,,,,,,,,,,,,,,,,
RecordsMaintained,True,True,True,True,,,,,,1.0,1.0,1.0,,,,,,True,True,True,,,,,,,True,,,,,,,,,,,,,,,,,
RecipientTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalNbrOf501C3AndGovtGrants,5.0,9.0,13.0,14.0,,,,,,18.0,10.0,14.0,,,,,,8.0,7.0,7.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
TotalNbrOfOtherOrganizations,,,0.0,,,,,,,6.0,6.0,4.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Form990ScheduleIPartIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RecipientNameBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EINOfRecipient,530196523.0,522296578.0,237098123.0,521572431.0,,,,,,830164457.0,520796820.0,870204459.0,,,,,,362169124.0,42103881.0,316025986.0,,,,,,,202188876.0,,,,,,,,,,,,,,,,,
IRCSection,501(c)(3),501(c)(3),501(C)(3),501(c)(3),,,,,,501(c)(6),501(C)(3),501(C)(3),,,,,,501 (c)(3),501 (c)(3),115,,,,,,,3.0,,,,,,,,,,,,,,,,,
AmountOfCashGrant,29500.0,21200.0,10000.0,10000.0,,,,,,11500.0,10000.0,35000.0,,,,,,25000.0,77301.0,74068.0,,,,,,,7500.0,,,,,,,,,,,,,,,,,
PurposeOfGrant,Biotech loaner labs,Support HMS career cluster,MEDICAL CARE FOR HOMELESS,Health care service program,,,,,,Grant- legislation to limit midwives scope of practice expansion,SUPPORT TO PRESERVE AND INTERPRET THE HISTORY OF THE CAPITOL AND THE CONGRESS,GRANT TO SUPPORT COSMETIC LASER PROCEDURES IN THE STATUTORY DEFINITION OF THE PRACTICE OF MEDICINE.,,,,,,Contribution-See Part IV,Grant-See Part IV,Grant-See Part IV,,,,,,,SEE PART IV,,,,,,,,,,,,,,,,,
FirstClassOrCharterTravel,X,X,X,X,,,,,,X,X,X,,,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,
ClubDuesOrFees,,,X,X,,,,,,X,X,X,,,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,
WrittenPolicyReTAndEExpenses,True,True,True,True,,,,,,1.0,1.0,1.0,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,
SubstantiationRequired,True,True,True,True,,,,,,1.0,1.0,1.0,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,
CompensationCommittee,X,X,X,X,,,,,,X,X,X,,,,,,X,X,X,,,,,,,,,,,,,,,,X,X,X,,,,,,
IndependentConsultant,X,X,X,X,,,,,,X,X,X,,,,,,X,X,X,,,,,,,,,,,,,,,,,,X,,,,,,
CompensationSurvey,X,X,X,X,,,,,,X,X,X,,,,,,X,X,X,,,,,,,X,X,X,,,,,,,X,X,X,,,,,,
BoardOrCommitteeApproval,X,X,X,X,,,,,,X,X,X,,,,,,X,X,X,,,,,,,X,X,X,,,,,,,X,X,X,,,,,,
SeverancePayment,False,False,False,False,,,,,,0.0,1.0,1.0,,,,,,False,False,False,,,,,,,false,0,0,,,,,,,0.0,0.0,0.0,,,,,,
SupplementalNonqualRetirePlan,False,False,True,True,,,,,,1.0,1.0,1.0,,,,,,True,True,True,,,,,,,false,0,0,,,,,,,0.0,0.0,0.0,,,,,,
EquityBasedCompArrangement,False,False,False,False,,,,,,0.0,0.0,0.0,,,,,,False,False,False,,,,,,,false,0,0,,,,,,,0.0,0.0,0.0,,,,,,
CompBasedOnRevenueOfFilingOrg,False,False,False,False,,,,,,,,,,,,,,False,False,False,,,,,,,false,0,0,,,,,,,0.0,0.0,0.0,,,,,,
CompBasedOnRevenueRelatedOrgs,False,False,False,False,,,,,,,,,,,,,,False,False,False,,,,,,,false,0,0,,,,,,,0.0,0.0,0.0,,,,,,
CompBasedNetEarningsFilingOrg,False,False,False,False,,,,,,,,,,,,,,False,False,False,,,,,,,false,0,0,,,,,,,0.0,0.0,0.0,,,,,,
CompBasedNetEarningsRelateOrgs,False,False,False,False,,,,,,,,,,,,,,False,False,False,,,,,,,false,0,0,,,,,,,0.0,0.0,0.0,,,,,,
AnyNonFixedPayments,False,False,False,False,,,,,,,,,,,,,,False,False,False,,,,,,,false,0,0,,,,,,,0.0,0.0,0.0,,,,,,
InitialContractException,False,False,False,False,,,,,,,,,,,,,,False,False,False,,,,,,,false,0,0,,,,,,,0.0,0.0,0.0,,,,,,
Form990ScheduleJPartII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form990ScheduleJPartIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaseCompensationFilingOrg,238519.0,205125.0,282650.0,273788.0,,,,,,284131.0,0.0,0.0,,,,,,290931.0,299323.0,211225.0,,,,,,,150083.0,185030.0,125713.0,,,,,,,210905.0,202328.0,219170.0,,,,,,
CompBasedOnRelatedOrgs,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,
BonusFilingOrg,0.0,0.0,15000.0,250.0,,,,,,105951.0,0.0,0.0,,,,,,1000.0,,,,,,,,,750.0,0.0,1000.0,,,,,,,15000.0,100.0,11725.0,,,,,,
BonusRelatedOrgs,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,
OtherCompensationFilingOrg,0.0,0.0,5673.0,5278.0,,,,,,26479.0,122923.0,10826.0,,,,,,18030.0,32757.0,-960.0,,,,,,,,0.0,0.0,,,,,,,0.0,9999.0,516.0,,,,,,
OtherCompensationRelatedOrgs,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,
DeferredCompFilingOrg,23228.0,19186.0,11140.0,28701.0,,,,,,14700.0,0.0,0.0,,,,,,89822.0,83532.0,74677.0,,,,,,,10688.0,0.0,8256.0,,,,,,,21090.0,20233.0,22200.0,,,,,,
